0E,05AE,0684,065F,0648,066A
0E,05AF,0685,0660,0648,066B
0E,05B0,0684,065F,0647,066A
0E,05B1,0682,065E,0646,0667
0E,05B2,0681,065D,0646,0667
0E,05B3,0684,0660,0647,066A
0E,05B4,0685,0660,0648,066B
0E,05B5,0683,0660,0648,0669
0E,05B6,0682,065E,0646,0668
0E,05B7,0681,065D,0645,0667
0E,05B8,0683,0660,0648,066A
0E,05B9,0685,0661,0649,066A
0E,05BA,0684,065F,0647,066A
0E,05BB,0682,065E,0646,0668
0E,05BC,0682,065E,0646,0667
0E,05BD,0684,0660,0647,066A
0E,05BE,0685,0661,0649,066B
0E,05BF,0684,065F,0647,0669
0E,05C0,0682,065E,0646,0667
0E,05C1,0681,065D,0645,0668
0E,05C2,0684,0660,0648,066A
0E,05C3,0685,0660,0648,066B
0E,05C4,0683,065F,0647,0669
0E,05C5,0681,065E,0646,0667
0E,05C6,0682,065E,0645,0667
0E,05C7,0684,0660,0648,066A
0E,05C8,0685,0660,0648,066B
0E,05C9,0683,065F,0647,0669
0E,05CA,0682,065E,0645,0667
0E,05CB,0681,065D,0646,0668
0E,05CC,0684,0660,0648,066A
0E,05CD,0685,0661,0648,066A
0E,05CE,0683,065F,0647,0669
0E,05CF,0682,065E,0646,0668
0E,05D0,0682,065E,0646,0667
0E,05D1,0684,0660,0648,066A
0E,05D2,0685,0660,0648,066B
0E,05D3,0683,065F,0647,0669
0E,05D4,0682,065E,0645,0668
0E,05D5,0681,065D,0646,0668
0E,05D6,0685,0660,0648,066A
0E,05D7,0685,0660,0648,066A
0E,05D8,0683,065F,0647,066A
0E,05D9,0681,065E,0646,0667
0E,05DA,0682,065E,0646,0668
0E,05DB,0684,0660,0648,066A
0E,05DC,0685,0660,0648,066B
0E,05DD,0684,065F,0647,0669
0E,05DE,0682,065E,0645,0667
0E,05DF,0682,065E,0646,0668
0E,05E0,0684,0660,0648,066A
0E,05E1,0685,0660,0648,066A
0E,05E2,0683,065F,0647,066A
0E,05E3,0682,065E,0646,0667
0E,05E4,0682,065D,0645,0668
0E,05E5,0684,0660,0648,066A
0E,05E6,0685,0660,0648,066A
0E,05E7,0683,065F,0647,0669
0E,05E8,0682,065D,0645,0667
0E,05E9,0681,065D,0646,0668
0E,05EA,0685,0660,0648,066A
0E,05EB,0685,0660,0648,066A
0E,05EC,0683,0660,0647,0669
0E,05ED,0681,065E,0645,0667
0E,05EE,0682,065E,0646,0668
0E,05EF,0685,0660,0648,066A
0E,05F0,0685,0660,0648,066A
0E,05F1,0683,065F,0647,0669
0E,05F2,0681,065D,0646,0667
0E,05F3,0682,065E,0646,0668
0E,05F4,0684,0660,0648,066A
0E,05F5,0685,0660,0648,066B
0E,05F6,0683,065F,0647,0669
0E,05F7,0682,065E,0645,0668
0E,05F8,0682,065E,0646,0669
0E,05F9,0684,0661,0648,066A
0E,05FA,0685,0660,0648,066A
0E,05FB,0683,065F,0647,0669
0E,05FC,0681,065D,0645,0667
0E,05FD,0683,065E,0647,0668
0E,05FE,0684,0660,0648,066A
0E,05FF,0684,0660,0648,066B
0E,0600,0683,065F,0647,0669
0E,0601,0681,065D,0645,0667
0E,0602,0682,065E,0646,0669
0E,0603,0685,0660,0648,066A
0E,0604,0685,0660,0648,066A
0E,0605,0683,0660,0647,0669
0E,0606,0681,065E,0646,0667
0E,0607,0683,065F,0646,0668
0E,0608,0685,0660,0648,066A
0E,0609,0684,0660,0648,066B
0E,060A,0683,065F,0646,0668
0E,060B,0682,065D,0645,0667
0E,060C,0682,065E,0647,0669
0E,060D,0684,0661,0648,066A
0E,060E,0685,0660,0648,066A
0E,060F,0683,065E,0647,0669
0E,0610,0681,065D,0646,0667
0E,0611,0683,065E,0646,0669
0E,0612,0685,0660,0648,066A
0E,0613,0684,0660,0648,066A
0E,0614,0683,065F,0647,0668
0E,0615,0681,065E,0645,0667
0E,0616,0682,065F,0647,0669
0E,0617,0685,0660,0648,066A
0E,0618,0685,0660,0648,066A
0E,0619,0682,065F,0646,0668
0E,061A,0681,065D,0646,0667
0E,061B,0682,065E,0647,0669
0E,061C,0684,0660,0648,066A
0E,061D,0684,0660,0648,066A
0E,061E,0683,065F,0646,0668
0E,061F,0682,065D,0645,0667
0E,0620,0683,065F,0647,0669
0E,0621,0685,0660,0648,066A
0E,0622,0684,0660,0647,066A
0E,0623,0683,065E,0646,0669
0E,0624,0681,065D,0645,0667
0E,0625,0683,065F,0647,0669
0E,0626,0685,0660,0648,066B
0E,0627,0684,0660,0648,066A
0E,0628,0683,065F,0646,0668
0E,0629,0681,065D,0645,0668
0E,062A,0683,065F,0647,0669
0E,062B,0685,0661,0648,066A
0E,062C,0684,0660,0647,066A
0E,062D,0682,065F,0647,0668
0E,062E,0681,065D,0645,0667
0E,062F,0683,065F,0647,0669
0E,0630,0685,0660,0648,066B
0E,0631,0684,0660,0648,066A
0E,0632,0683,065F,0646,0667
0E,0633,0681,065D,0646,0667
0E,0634,0683,065F,0647,0669
0E,0635,0685,0660,0648,066B
0E,0636,0684,0660,0648,066A
0E,0637,0683,065E,0646,0668
0E,0638,0682,065E,0645,0667
0E,0639,0683,065F,0647,066A
0E,063A,0684,0660,0648,066A
0E,063B,0684,0660,0647,066A
0E,063C,0683,065E,0646,0668
0E,063D,0682,065D,0646,0668
0E,063E,0684,0660,0647,0669
0E,063F,0685,0660,0648,066B
0E,0640,0683,0660,0648,066A
0E,0641,0683,065E,0646,0668
0E,0642,0682,065E,0645,0667
0E,0643,0684,065F,0647,066A
0E,0644,0685,0661,0648,066B
0E,0645,0684,0660,0647,0669
0E,0646,0682,065E,0646,0668
0E,0647,0681,065E,0646,0668
0E,0648,0684,0660,0648,0669
0E,0649,0685,0660,0648,066B
0E,064A,0684,065F,0648,066A
0E,064B,0683,065E,0646,0667
0E,064C,0682,065E,0645,0667
0E,064D,0684,0660,0648,066A
0E,064E,0685,0660,0649,066B
0E,064F,0684,065F,0647,0669
0E,0650,0682,065E,0646,0668
0E,0651,0681,065D,0646,0667
0E,0652,0684,0660,0647,0669
0E,0653,0685,0660,0648,066A
0E,0654,0683,065F,0648,066A
0E,0655,0682,065E,0646,0667
0E,0656,0681,065D,0645,0667
0E,0657,0684,065F,0648,066A
0E,0658,0685,0660,0648,066A
0E,0659,0684,065F,0647,0669
0E,065A,0682,065E,0646,0668
0E,065B,0681,065E,0645,0667
0E,065C,0684,065F,0647,066A
0E,065D,0685,0660,0648,066B
0E,065E,0684,065F,0647,0669
0E,065F,0683,065E,0645,0667
0E,0660,0682,065D,0645,0667
0E,0661,0684,0660,0648,066A
0E,0662,0685,0660,0649,066B
0E,0663,0684,065F,0647,066A
0E,0664,0682,065E,0646,0668
0E,0665,0682,065E,0646,0668
0E,0666,0684,0660,0647,066A
0E,0667,0685,0660,0648,066B
0E,0668,0684,0660,0648,0669
0E,0669,0682,065D,0645,0668
0E,066A,0681,065D,0645,0668
0E,066B,0684,0660,0647,066A
0E,066C,0686,0661,0648,066A
0E,066D,0683,065F,0647,0669
0E,066E,0682,065E,0646,0668
0E,066F,0682,065E,0645,0667
0E,0670,0685,0660,0648,066A
0E,0671,0685,0660,0648,066B
0E,0672,0684,065F,0647,0669
0E,0673,0682,065E,0645,0667
0E,0674,0681,065D,0645,0668
0E,0675,0684,0660,0648,066A
0E,0676,0685,0660,0648,066B
0E,0677,0684,065F,0647,0669
0E,0678,0682,065D,0645,0668
0E,0679,0682,065E,0645,0668
0E,067A,0684,0660,0648,066A
0E,067B,0684,0660,0648,066B
0E,067C,0684,065F,0647,0669
0E,067D,0682,065D,0645,0668
0E,067E,0681,065D,0646,0668
0E,067F,0685,0660,0648,066A
0E,0680,0684,0660,0648,066B
0E,0681,0684,065F,0647,0669
0E,0682,0681,065E,0646,0668
0E,0683,0682,065E,0645,0668
0E,0684,0685,0660,0648,066A
0E,0685,0685,0660,0648,066A
0E,0686,0684,065F,0647,0669
0E,0687,0681,065E,0645,0667
0E,0688,0681,065E,0646,0668
0E,0689,0684,0660,0648,066A
0E,068A,0685,0660,0648,066A
0E,068B,0683,065F,0648,0669
0E,068C,0682,065E,0645,0667
0E,068D,0682,065D,0645,0668
0E,068E,0684,0660,0648,066A
0E,068F,0685,0660,0648,066A
0E,0690,0684,065F,0647,0669
0E,0691,0681,065D,0645,0668
0E,0692,0682,065E,0646,0668
0E,0693,0685,0660,0648,066A
0E,0694,0685,0660,0647,066B
0E,0695,0683,065F,0647,0669
0E,0696,0681,065D,0646,0667
0E,0697,0682,065E,0646,0669
0E,0698,0684,0660,0648,066B
0E,0699,0685,0661,0648,066A
0E,069A,0683,065F,0647,0669
0E,069B,0681,065D,0646,0667
0E,069C,0682,065E,0647,0668
0E,069D,0685,065F,0648,066B
0E,069E,0685,0660,0648,066B
0E,069F,0683,065F,0647,0669
0E,06A0,0682,065E,0645,0667
0E,06A1,0682,065E,0646,0669
0E,06A2,0684,0660,0648,066A
0E,06A3,0685,0660,0648,066A
0E,06A4,0684,065E,0646,0669
0E,06A5,0681,065C,0645,0668
0E,06A6,0683,065E,0646,0668
0E,06A7,0685,0660,0648,066A
0E,06A8,0685,0660,0648,066A
0E,06A9,0683,065F,0647,0669
0E,06AA,0681,065D,0645,0667
0E,06AB,0683,065E,0646,0669
0E,06AC,0685,0660,0648,066B
0E,06AD,0685,0661,0648,066A
0E,06AE,0682,065F,0647,0668
0E,06AF,0680,065D,0646,0667
0E,06B0,0683,065F,0647,0669
0E,06B1,0685,065F,0648,066A
0E,06B2,0685,065F,0648,066A
0E,06B3,0683,065F,0646,0669
0E,06B4,0681,065D,0645,0667
0E,06B5,0682,065F,0646,0669
0E,06B6,0684,0660,0648,066B
0E,06B7,0684,0660,0648,066A
0E,06B8,0683,065F,0646,0669
0E,06B9,0681,065E,0645,0667
0E,06BA,0683,065F,0646,0668
0E,06BB,0684,0660,0648,066A
0E,06BC,0684,0660,0648,066A
0E,06BD,0683,065E,0647,0669
0E,06BE,0682,065D,0645,0667
0E,06BF,0683,065E,0647,0669
0E,06C0,0684,0660,0648,066A
0E,06C1,0685,0660,0647,066A
0E,06C2,0682,065E,0646,0668
0E,06C3,0681,065D,0645,0667
0E,06C4,0684,065F,0647,0669
0E,06C5,0685,0660,0648,066B
0E,06C6,0684,0660,0648,066A
0E,06C7,0683,065F,0646,0668
0E,06C8,0681,065D,0645,0667
0E,06C9,0683,065F,0647,0669
0E,06CA,0685,0660,0648,066A
0E,06CB,0684,065F,0648,066A
0E,06CC,0683,065E,0646,0669
0E,06CD,0681,065E,0646,0667
0E,06CE,0683,065F,0647,0669
0E,06CF,0684,0660,0648,066B
0E,06D0,0684,0660,0647,0669
0E,06D1,0682,065E,0646,0668
0E,06D2,0681,065D,0645,0668
0E,06D3,0684,065F,0647,0669
0E,06D4,0685,0661,0648,066A
0E,06D5,0684,065F,0647,066A
0E,06D6,0683,065E,0646,0668
0E,06D7,0681,065D,0645,0667
0E,06D8,0684,065F,0647,0669
0E,06D9,0684,0660,0648,066B
0E,06DA,0684,065F,0647,0669
0E,06DB,0682,065E,0646,0668
0E,06DC,0681,065D,0645,0667
0E,06DD,0684,065F,0647,0669
0E,06DE,0685,0660,0648,066B
0E,06DF,0684,065F,0647,066A
0E,06E0,0682,065E,0646,0668
0E,06E1,0682,065E,0645,0667
0E,06E2,0683,065F,0647,0669
0E,06E3,0684,0660,0649,066B
0E,06E4,0684,0660,0647,0669
0E,06E5,0682,065E,0646,0668
0E,06E6,0681,065D,0645,0667
0E,06E7,0684,065F,0647,0669
0E,06E8,0685,0660,0648,066B
0E,06E9,0684,065F,0648,066A
0E,06EA,0682,065D,0646,0668
0E,06EB,0682,065D,0645,0667
0E,06EC,0684,065F,0647,066A
0E,06ED,0685,0660,0648,066B
0E,06EE,0684,0660,0647,0669
0E,06EF,0682,065D,0646,0668
0E,06F0,0681,065D,0645,0667
0E,06F1,0684,065F,0647,066A
0E,06F2,0685,0660,0648,066B
0E,06F3,0684,065F,0648,066A
0E,06F4,0682,065E,0646,0668
0E,06F5,0682,065E,0645,0667
0E,06F6,0684,0660,0647,066A
0E,06F7,0685,0660,0649,066B
0E,06F8,0684,0660,0647,0669
0E,06F9,0682,065D,0645,0668
0E,06FA,0681,065D,0646,0667
0E,06FB,0684,065F,0647,066A
0E,06FC,0684,0660,0648,066B
0E,06FD,0683,065F,0647,0669
0E,06FE,0682,065D,0646,0667
0E,06FF,0681,065D,0645,0668
0E,0700,0684,0660,0647,066A
0E,0701,0684,0660,0648,066A
0E,0702,0684,065F,0647,0669
0E,0703,0682,065D,0646,0668
0E,0704,0681,065E,0646,0667
0E,0705,0684,065F,0648,066A
0E,0706,0685,0661,0648,066B
0E,0707,0684,0660,0647,0669
0E,0708,0682,065E,0646,0667
0E,0709,0682,065D,0645,0667
0E,070A,0684,065F,0648,066A
0E,070B,0685,0660,0648,066B
0E,070C,0683,065F,0647,0669
0E,070D,0682,065E,0646,0668
0E,070E,0682,065E,0645,0667
0E,070F,0684,0660,0648,066A
0E,0710,0684,0660,0648,066B
0E,0711,0683,065F,0647,0669
0E,0712,0681,065D,0645,0668
0E,0713,0681,065D,0646,0668
0E,0714,0685,0660,0648,066A
0E,0715,0685,0661,0648,066A
0E,0716,0683,065F,0647,0669
0E,0717,0681,065D,0646,0668
0E,0718,0682,065E,0645,0667
0E,0719,0685,065F,0648,066A
0E,071A,0684,0660,0648,066B
0E,071B,0683,065F,0647,0669
0E,071C,0681,065D,0645,0667
0E,071D,0681,065E,0646,0668
0E,071E,0685,065F,0648,066A
0E,071F,0685,0660,0647,066A
0E,0720,0683,065E,0647,0669
0E,0721,0681,065E,0646,0668
0E,0722,0682,065E,0645,0667
0E,0723,0684,0660,0648,066A
0E,0724,0685,0660,0648,066B
0E,0725,0683,065F,0646,0669
0E,0726,0681,065D,0645,0668
0E,0727,0682,065E,0646,0668
0E,0728,0684,0660,0647,066A
0E,0729,0685,0660,0648,066B
0E,072A,0683,065F,0647,0669
0E,072B,0681,065E,0645,0668
0E,072C,0683,065E,0645,0668
0E,072D,0685,065F,0648,066B
0E,072E,0684,0660,0648,066B
0E,072F,0683,065F,0647,0669
0E,0730,0681,065D,0646,0667
0E,0731,0682,065E,0646,0668
0E,0732,0684,0660,0648,066A
0E,0733,0685,0660,0648,066A
0E,0734,0683,065F,0647,0668
0E,0735,0681,065E,0645,0667
0E,0736,0682,065E,0646,0668
0E,0737,0684,0660,0648,066A
0E,0738,0685,0660,0648,066A
0E,0739,0683,065F,0646,066A
0E,073A,0681,065D,0645,0667
0E,073B,0682,065E,0646,0668
0E,073C,0684,0660,0648,066A
0E,073D,0684,0660,0648,066A
0E,073E,0683,065E,0647,0669
0E,073F,0681,065D,0645,0667
0E,0740,0682,065E,0646,0668
0E,0741,0684,0660,0647,066A
0E,0742,0685,0660,0648,066A
0E,0743,0682,065E,0647,0669
0E,0744,0681,065D,0646,0667
0E,0745,0682,065F,0646,0668
0E,0746,0684,065F,0648,066A
0E,0747,0685,0660,0648,066B
0E,0748,0683,065F,0646,0669
0E,0749,0681,065D,0645,0667
0E,074A,0682,065E,0646,0668
0E,074B,0684,0660,0648,066B
0E,074C,0685,0660,0647,066A
0E,074D,0682,065E,0647,0669
0E,074E,0681,065D,0645,0667
0E,074F,0682,065E,0646,0668
0E,0750,0684,0660,0648,066A
0E,0751,0684,0660,0648,066A
0E,0752,0683,065E,0647,0669
0E,0753,0681,065D,0645,0667
0E,0754,0682,065E,0646,0669
0E,0755,0684,0661,0648,066A
0E,0756,0684,0660,0648,0669
0E,0757,0682,065F,0647,0668
0E,0758,0681,065D,0646,0667
0E,0759,0683,065E,0647,0669
0E,075A,0684,0660,0648,066B
0E,075B,0684,0660,0648,066A
0E,075C,0683,065F,0646,0668
0E,075D,0681,065D,0645,0667
0E,075E,0682,065E,0647,0669
0E,075F,0685,0660,0648,066A
0E,0760,0685,065F,0647,066A
0E,0761,0682,065E,0646,0669
0E,0762,0681,065E,0646,0667
0E,0763,0683,065E,0646,0669
0E,0764,0684,0660,0648,066B
0E,0765,0684,0660,0648,066A
0E,0766,0683,065E,0646,0669
0E,0767,0681,065D,0645,0667
0E,0768,0683,065F,0647,0669
0E,0769,0684,0660,0647,066A
0E,076A,0684,065F,0647,0669
0E,076B,0682,065E,0647,0668
0E,076C,0681,065D,0645,0666
0E,076D,0684,065E,0647,0669
0E,076E,0684,0660,0648,066A
0E,076F,0684,0660,0647,0669
0E,0770,0682,065E,0646,0668
0E,0771,0681,065D,0645,0667
0E,0772,0683,065F,0647,0669
0E,0773,0685,0660,0648,066A
0E,0774,0684,065F,0647,066A
0E,0775,0682,065E,0646,0668
0E,0776,0682,065D,0645,0667
0E,0777,0683,065E,0647,0669
0E,0778,0684,0660,0648,066A
0E,0779,0684,065F,0647,0669
0E,077A,0682,065E,0646,0668
0E,077B,0681,065C,0645,0667
0E,077C,0683,065F,0647,0669
0E,077D,0684,0660,0648,066A
0E,077E,0683,065F,0647,066A
0E,077F,0682,065E,0646,0668
0E,0780,0682,065D,0645,0667
0E,0781,0683,065F,0647,0669
0E,0782,0684,0660,0648,066A
0E,0783,0683,065F,0647,0669
0E,0784,0682,065E,0646,0668
0E,0785,0681,065D,0645,0667
0E,0786,0683,065F,0647,066A
0E,0787,0684,0660,0648,066B
0E,0788,0684,065F,0647,066A
0E,0789,0681,065E,0646,0667
0E,078A,0681,065D,0645,0667
0E,078B,0683,065E,0647,066A
0E,078C,0684,0660,0648,066A
0E,078D,0684,065F,0647,0669
0E,078E,0682,065E,0646,0668
0E,078F,0681,065D,0645,0667
0E,0790,0683,065F,0647,0669
0E,0791,0684,0660,0648,066B
0E,0792,0683,065F,0647,0669
0E,0793,0682,065E,0646,0668
0E,0794,0681,065D,0645,0667
0E,0795,0683,0660,0648,0669
0E,0796,0685,0660,0648,066A
0E,0797,0683,065F,0647,0669
0E,0798,0682,065E,0646,0668
0E,0799,0681,065D,0645,0667
0E,079A,0684,065F,0647,066A
0E,079B,0685,0661,0648,066A
0E,079C,0684,065F,0647,0669
0E,079D,0682,065E,0645,0667
0E,079E,0681,065D,0645,0667
0E,079F,0683,065F,0647,066A
0E,07A0,0685,0660,0648,066A
0E,07A1,0683,065F,0647,066A
0E,07A2,0681,065E,0646,0667
0E,07A3,0681,065D,0645,0667
0E,07A4,0683,065F,0648,0669
0E,07A5,0684,065F,0648,066B
0E,07A6,0683,065F,0647,0669
0E,07A7,0682,065E,0645,0667
0E,07A8,0681,065C,0645,0668
0E,07A9,0684,0660,0648,066A
0E,07AA,0685,0660,0648,066A
0E,07AB,0683,065E,0647,0669
0E,07AC,0681,065E,0646,0667
0E,07AD,0681,065D,0645,0667
0E,07AE,0684,065F,0647,0669
0E,07AF,0684,0660,0648,066A
0E,07B0,0683,065F,0647,0669
0E,07B1,0682,065D,0645,0667
0E,07B2,0681,065C,0645,0667
0E,07B3,0684,065F,0647,066A
0E,07B4,0685,0660,0647,066A
0E,07B5,0683,065F,0647,0669
0E,07B6,0681,065E,0646,0667
0E,07B7,0681,065D,0645,0667
0E,07B8,0684,065F,0648,066A
0E,07B9,0685,0660,0648,066A
0E,07BA,0683,065F,0647,0669
0E,07BB,0682,065D,0645,0667
0E,07BC,0681,065D,0645,0667
0E,07BD,0684,065F,0648,066A
0E,07BE,0685,0660,0648,066A
0E,07BF,0683,065F,0647,066A
0E,07C0,0681,065E,0645,0667
0E,07C1,0681,065D,0645,0668
0E,07C2,0684,0660,0647,0669
0E,07C3,0684,0660,0647,066A
0E,07C4,0683,065E,0647,0669
0E,07C5,0681,065E,0645,0667
0E,07C6,0681,065E,0645,0667
0E,07C7,0684,065F,0647,0669
0E,07C8,0684,065F,0648,066A
0E,07C9,0683,065F,0647,0668
0E,07CA,0682,065E,0645,0667
0E,07CB,0681,065D,0645,0668
0E,07CC,0684,0660,0647,066A
0E,07CD,0685,0660,0648,066A
0E,07CE,0683,065E,0647,0668
0E,07CF,0681,065E,0645,0667
0E,07D0,0681,065E,0646,0667
0E,07D1,0684,065F,0648,066A
0E,07D2,0684,065F,0648,066B
0E,07D3,0683,065F,0647,0669
0E,07D4,0681,065D,0645,0667
0E,07D5,0681,065D,0646,0668
0E,07D6,0684,0660,0647,0669
0E,07D7,0685,065F,0647,066A
0E,07D8,0683,065F,0647,0669
0E,07D9,0681,065D,0645,0667
0E,07DA,0682,065D,0645,0667
0E,07DB,0684,0660,0648,066A
0E,07DC,0685,0660,0648,066A
0E,07DD,0683,065F,0647,0668
0E,07DE,0681,065D,0645,0667
0E,07DF,0681,065D,0646,0667
0E,07E0,0685,0660,0647,0669
0E,07E1,0685,0660,0647,066A
0E,07E2,0683,065F,0647,0668
0E,07E3,0681,065D,0645,0667
0E,07E4,0682,065E,0645,0667
0E,07E5,0684,065F,0647,066A
0E,07E6,0684,0660,0648,066A
0E,07E7,0683,065F,0646,0668
0E,07E8,0681,065D,0645,0667
0E,07E9,0681,065E,0646,0668
0E,07EA,0684,065F,0648,066A
0E,07EB,0684,065F,0648,066A
0E,07EC,0683,065F,0646,0668
0E,07ED,0681,065D,0645,0667
0E,07EE,0682,065D,0646,0668
0E,07EF,0684,065F,0648,066A
0E,07F0,0685,0660,0648,066A
0E,07F1,0683,065E,0646,0668
0E,07F2,0682,065D,0645,0667
0E,07F3,0682,065E,0646,0668
0E,07F4,0684,0660,0647,0669
0E,07F5,0684,0660,0648,066A
0E,07F6,0683,065E,0647,0668
0E,07F7,0681,065D,0645,0668
0E,07F8,0682,065E,0646,0668
0E,07F9,0684,0660,0647,066A
0E,07FA,0685,0660,0647,066A
0E,07FB,0683,065E,0646,0668
0E,07FC,0680,065D,0646,0667
0E,07FD,0682,065E,0646,0668
0E,07FE,0685,065F,0647,066A
0E,07FF,0684,0660,0648,066A
0E,0800,0684,065F,0646,0668
0E,0801,0681,065D,0645,0667
0E,0802,0682,065E,0646,0668
0E,0803,0684,065F,0647,066A
0E,0804,0684,065F,0647,0669
0E,0805,0683,065E,0646,0668
0E,0806,0681,065D,0645,0667
0E,0807,0683,065E,0646,0669
0E,0808,0684,0660,0648,066A
0E,0809,0684,0660,0647,066A
0E,080A,0683,065E,0646,0668
0E,080B,0682,065D,0644,0667
0E,080C,0682,065E,0646,0668
0E,080D,0685,0660,0647,066A
0E,080E,0684,065F,0647,066A
0E,080F,0682,065E,0646,0668
0E,0810,0681,065D,0645,0667
0E,0811,0682,065E,0646,0668
0E,0812,0684,0660,0647,066A
0E,0813,0684,0660,0647,066A
0E,0814,0682,065E,0646,0668
0E,0815,0680,065D,0645,0667
0E,0816,0683,065F,0646,0668
0E,0817,0685,0660,0647,066A
0E,0818,0684,065F,0647,066A
0E,0819,0683,065E,0646,0668
0E,081A,0681,065E,0645,0666
0E,081B,0683,065F,0647,0669
0E,081C,0684,065F,0648,066A
0E,081D,0684,0660,0648,0669
0E,081E,0683,065E,0646,0668
0E,081F,0681,065D,0645,0667
0E,0820,0683,065F,0646,0669
0E,0821,0684,0660,0648,066A
0E,0822,0684,065F,0647,066A
0E,0823,0682,065D,0646,0668
0E,0824,0681,065D,0644,0666
0E,0825,0682,065E,0647,0669
0E,0826,0684,0660,0648,066A
0E,0827,0684,0660,0647,0669
0E,0828,0682,065E,0646,0668
0E,0829,0681,065D,0645,0667
0E,082A,0683,065F,0646,0669
0E,082B,0685,0660,0648,066B
0E,082C,0684,065F,0647,066A
0E,082D,0682,065E,0646,0667
0E,082E,0681,065D,0645,0667
0E,082F,0683,065F,0647,0669
0E,0830,0685,0660,0648,066A
0E,0831,0684,065F,0648,066A
0E,0832,0682,065E,0646,0668
0E,0833,0681,065D,0645,0667
0E,0834,0684,065F,0646,0669
0E,0835,0684,0660,0648,066A
0E,0836,0683,065F,0647,0669
0E,0837,0682,065D,0646,0668
0E,0838,0681,065D,0645,0667
0E,0839,0684,065F,0647,0669
